didok85;Name;URL;geopos;lod;Linie;Linienname;Betriebspunkt
8502218.0;Sins;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.1874261451, 8.37417706604;http://lod.opentransportdata.swiss/didok/8502218;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;SINS
8518790.0;Rotkreuz Südost;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.1438775904, 8.45306253431;http://lod.opentransportdata.swiss/didok/8518790;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;RKSO
8505113.0;Altdorf;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.8896282978, 8.64213006603;http://lod.opentransportdata.swiss/didok/8505113;540.0;Flüelen - GBT - Bellinzona;AL
8515711.0;Rynächt Ueberholgleisanlage;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.8506488786, 8.67240870976;http://lod.opentransportdata.swiss/didok/8515711;540.0;Flüelen - GBT - Bellinzona;RYUE
8518304.0;Faido SMF;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.4501173801, 8.81812612448;http://lod.opentransportdata.swiss/didok/8518304;540.0;Flüelen - GBT - Bellinzona;FSMF
8515717.0;Giustizia (dira);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.3274280779, 9.02234525976;http://lod.opentransportdata.swiss/didok/8515717;540.0;Flüelen - GBT - Bellinzona;GIDI
8505212.0;Castione-Arbedo;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.2037696033, 9.08201307929;http://lod.opentransportdata.swiss/didok/8505212;540.0;Flüelen - GBT - Bellinzona;CAST
8505249.0;Bellinzona Nord (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505249;540.0;Flüelen - GBT - Bellinzona;BELN
8505001.0;Meggen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0462343068, 8.37544923629;http://lod.opentransportdata.swiss/didok/8505001;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;MEG
8505011.0;Merlischachen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0837705765, 8.45108949531;http://lod.opentransportdata.swiss/didok/8505011;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;MERL
8505111.0;Sisikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;46.9370759885, 8.6526271451;http://lod.opentransportdata.swiss/didok/8505111;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;SK
8516250.0;Rynächt Nord;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;;http://lod.opentransportdata.swiss/didok/8516250;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;RYN
8516251.0;Rynächt (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;46.8136384053, 8.60051841905;http://lod.opentransportdata.swiss/didok/8516251;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;RYAB
8505119.0;Göschenen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.6652153179, 8.4998933472;http://lod.opentransportdata.swiss/didok/8505119;541.0;Göschenen - Biasca - Bellinzona;GOE
8505240.0;Gottardo Sud (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.543225806, 8.60037675339;http://lod.opentransportdata.swiss/didok/8505240;541.0;Göschenen - Biasca - Bellinzona;GOTS
8505201.0;Airolo;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.543225806, 8.60037675339;http://lod.opentransportdata.swiss/didok/8505201;541.0;Göschenen - Biasca - Bellinzona;AI
8505202.0;Ambrì-Piotta;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.5294255203, 8.71287271606;http://lod.opentransportdata.swiss/didok/8505202;541.0;Göschenen - Biasca - Bellinzona;AP
8505239.0;Bellinzona S. Paolo;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505239;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;SPAO
8516454.0;Bellinzona Collegamento;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8516454;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;BELC
8505218.0;Taverne-Torricella;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;46.0542681341, 8.91925982044;http://lod.opentransportdata.swiss/didok/8505218;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;TAV
8515409.0;Lugano Paradiso (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;45.9901908761, 8.95630702464;http://lod.opentransportdata.swiss/didok/8515409;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;LGPC
8518475.0;Mendrisio S. Martino;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;45.8864221989, 8.96919973893;http://lod.opentransportdata.swiss/didok/8518475;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;MOSM
8505305.0;Mendrisio;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;45.8864221989, 8.96919973893;http://lod.opentransportdata.swiss/didok/8505305;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;MEN
8505306.0;Balerna;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G542.pdf;45.8442597018, 9.00899649084;http://lod.opentransportdata.swiss/didok/8505306;542.0;Castione-A. - Bellinzona - Lugano - Chiasso;BAL
8516453.0;Bellinzona Sud;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8516453;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;BELD
8516933.0;Sigirino;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;46.1143896831, 8.92343891567;http://lod.opentransportdata.swiss/didok/8516933;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;SIGI
8505300.0;Lugano;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;46.0350366617, 9.00076819935;http://lod.opentransportdata.swiss/didok/8505300;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;LG
;;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;;;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;BISS
8505303.0;Maroggia-Melano;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;45.9377022331, 8.97230477763;http://lod.opentransportdata.swiss/didok/8505303;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;MAR
8505304.0;Capolago-Riva S. Vitale;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;45.8864221989, 8.96919973893;http://lod.opentransportdata.swiss/didok/8505304;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;CAP
8505309.0;Chiasso Smistamento;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G543.pdf;45.8440101729, 8.97966060371;http://lod.opentransportdata.swiss/didok/8505309;543.0;Castione-A. - Bellinzona - Chiasso Smistamento;CHSM
8518908.0;Castione Nord (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G544.pdf;46.2037696033, 9.08201307929;http://lod.opentransportdata.swiss/didok/8518908;544.0;Biasca - Bellinzona - Lugano Vedeggio;CASN
8505216.0;Rivera-Bironico;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G544.pdf;46.1143896831, 8.92343891567;http://lod.opentransportdata.swiss/didok/8505216;544.0;Biasca - Bellinzona - Lugano Vedeggio;RIB
8505248.0;Mezzovico (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G544.pdf;46.1143896831, 8.92343891567;http://lod.opentransportdata.swiss/didok/8505248;544.0;Biasca - Bellinzona - Lugano Vedeggio;MEZC
8505249.0;Bellinzona Nord (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505249;545.0;Castione-A. - Bellinzona - Stabio;BELN
8505214.0;Giubiasco;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;46.1737589267, 9.00198929487;http://lod.opentransportdata.swiss/didok/8505214;545.0;Castione-A. - Bellinzona - Stabio;GIU
8505218.0;Taverne-Torricella;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;46.0542681341, 8.91925982044;http://lod.opentransportdata.swiss/didok/8505218;545.0;Castione-A. - Bellinzona - Stabio;TAV
8515621.0;Lamone (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;46.0261807146, 8.93612211584;http://lod.opentransportdata.swiss/didok/8515621;545.0;Castione-A. - Bellinzona - Stabio;LAMC
8505300.0;Lugano;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;46.0350366617, 9.00076819935;http://lod.opentransportdata.swiss/didok/8505300;545.0;Castione-A. - Bellinzona - Stabio;LG
8515409.0;Lugano Paradiso (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G545.pdf;45.9901908761, 8.95630702464;http://lod.opentransportdata.swiss/didok/8515409;545.0;Castione-A. - Bellinzona - Stabio;LGPC
8505239.0;Bellinzona S. Paolo;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505239;551.0;Castione-A. - Bellinzona - Luino;SPAO
8505213.0;Bellinzona;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505213;551.0;Castione-A. - Bellinzona - Luino;BEL
8505214.0;Giubiasco;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.1737589267, 9.00198929487;http://lod.opentransportdata.swiss/didok/8505214;551.0;Castione-A. - Bellinzona - Luino;GIU
8518217.0;S. Antonino (dira);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.1544663591, 8.97473790707;http://lod.opentransportdata.swiss/didok/8518217;551.0;Castione-A. - Bellinzona - Luino;SAD
8515391.0;Cadenazzo Ovest (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.1237357367, 8.83341740326;http://lod.opentransportdata.swiss/didok/8515391;551.0;Castione-A. - Bellinzona - Luino;CDO
8505407.0;S. Nazzaro;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;46.1237357367, 8.83341740326;http://lod.opentransportdata.swiss/didok/8505407;551.0;Castione-A. - Bellinzona - Luino;SN
8515419.0;Pino confine;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G551.pdf;;http://lod.opentransportdata.swiss/didok/8515419;551.0;Castione-A. - Bellinzona - Luino;PINC
8505213.0;Bellinzona;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G552.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505213;552.0;Castione-A. - Bellinzona - Locarno;BEL
;;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G552.pdf;;;552.0;Castione-A. - Bellinzona - Locarno;GIUN
8505214.0;Giubiasco;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G552.pdf;46.1737589267, 9.00198929487;http://lod.opentransportdata.swiss/didok/8505214;552.0;Castione-A. - Bellinzona - Locarno;GIU
8505417.0;Minusio;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G552.pdf;46.1821308687, 8.81937416294;http://lod.opentransportdata.swiss/didok/8505417;552.0;Castione-A. - Bellinzona - Locarno;MINU
8503409.0;Bad Zurzach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G601.pdf;47.5872909291, 8.29304883783;http://lod.opentransportdata.swiss/didok/8503409;601.0;Stein-Säckingen - Koblenz - Winterthur;ZZ
8503405.0;Zweidlen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G601.pdf;47.5614225231, 8.49749684492;http://lod.opentransportdata.swiss/didok/8503405;601.0;Stein-Säckingen - Koblenz - Winterthur;ZWD
8503402.0;Eglisau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G601.pdf;47.574744381, 8.5272082105;http://lod.opentransportdata.swiss/didok/8503402;601.0;Stein-Säckingen - Koblenz - Winterthur;EGL
8506041.0;Embrach-Rorbas;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G601.pdf;47.5098787955, 8.59871444171;http://lod.opentransportdata.swiss/didok/8506041;601.0;Stein-Säckingen - Koblenz - Winterthur;EMB
8515756.0;Würenlingen Zwischenlager(Agl);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G602.pdf;47.5334996591, 8.25032318285;http://lod.opentransportdata.swiss/didok/8515756;602.0;Baden - Koblenz - Waldshut;WUZW
8516176.0;Klingnau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G602.pdf;47.5900233737, 8.25176976719;http://lod.opentransportdata.swiss/didok/8516176;602.0;Baden - Koblenz - Waldshut;KLI
8503440.0;Schaffhausen GB;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G611.pdf;47.722778094, 8.62587833047;http://lod.opentransportdata.swiss/didok/8503440;611.0;Schaffhausen GB - Bülach - Zürich Hardbrücke - Zürich;SHRB
8503312.0;Oberglatt;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G611.pdf;47.4798239176, 8.52516229245;http://lod.opentransportdata.swiss/didok/8503312;611.0;Schaffhausen GB - Bülach - Zürich Hardbrücke - Zürich;OGL
8503038.0;Hard Käferberg (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G611.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503038;611.0;Schaffhausen GB - Bülach - Zürich Hardbrücke - Zürich;HRD
8518459.0;Steinhausen Rigiblick;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.1998996751, 8.48829366677;http://lod.opentransportdata.swiss/didok/8518459;631.0;Zug - Affoltern am Albis - Zürich Altstetten;STRI
8502227.0;Steinhausen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.1998996751, 8.48829366677;http://lod.opentransportdata.swiss/didok/8502227;631.0;Zug - Affoltern am Albis - Zürich Altstetten;STE
8502225.0;Mettmenstetten;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.249152991, 8.46506983381;http://lod.opentransportdata.swiss/didok/8502225;631.0;Zug - Affoltern am Albis - Zürich Altstetten;MTM
8517119.0;Hedingen Nord (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.302833555, 8.45206118427;http://lod.opentransportdata.swiss/didok/8517119;631.0;Zug - Affoltern am Albis - Zürich Altstetten;HEDN
8517120.0;Bonstetten Nord (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.3386450577, 8.47104933076;http://lod.opentransportdata.swiss/didok/8517120;631.0;Zug - Affoltern am Albis - Zürich Altstetten;BOSN
8503001.0;Zürich Altstetten;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G631.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503001;631.0;Zug - Affoltern am Albis - Zürich Altstetten;ZAS
8508184.0;Lindenholz;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G492.pdf;47.1588402383, 7.80064780415;http://lod.opentransportdata.swiss/didok/8508184;492.0;Langenthal - Huttwil - Ramsei;LHO
8508194.0;Huttwil Sportzentrum;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G492.pdf;47.1090792677, 7.84737451178;http://lod.opentransportdata.swiss/didok/8508194;492.0;Langenthal - Huttwil - Ramsei;HWSZ
8508287.0;Mussachen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G492.pdf;47.081951273, 7.77998645445;http://lod.opentransportdata.swiss/didok/8508287;492.0;Langenthal - Huttwil - Ramsei;MUSS
8508275.0;Affoltern-Weier;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G492.pdf;47.0698875947, 7.73523604524;http://lod.opentransportdata.swiss/didok/8508275;492.0;Langenthal - Huttwil - Ramsei;AFWE
8500016.0;Basel St. Johann;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G501.pdf;47.5591452444, 7.59458004936;http://lod.opentransportdata.swiss/didok/8500016;501.0;St-Louis - Basel SBB - Basel GB - Basel SBB RB/D;BSSJ
8500040.0;Basel SBB GB;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G501.pdf;47.5591452444, 7.59458004936;http://lod.opentransportdata.swiss/didok/8500040;501.0;St-Louis - Basel SBB - Basel GB - Basel SBB RB/D;BSGB
8500038.0;Basel St. Jakob;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G501.pdf;47.5591452444, 7.59458004936;http://lod.opentransportdata.swiss/didok/8500038;501.0;St-Louis - Basel SBB - Basel GB - Basel SBB RB/D;BSJA
8500042.0;Basel SBB RB Gr A;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G501.pdf;47.5262386939, 7.65002525926;http://lod.opentransportdata.swiss/didok/8500042;501.0;St-Louis - Basel SBB - Basel GB - Basel SBB RB/D;BRBA
8515421.0;Pratteln Ueberwerfung;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G502.pdf;47.5198794834, 7.6937147722;http://lod.opentransportdata.swiss/didok/8515421;502.0;Basel Kleinhüningen Hafen - Basel SBB RB/E;PRUW
8500042.0;Basel SBB RB Gr A;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G503.pdf;47.5262386939, 7.65002525926;http://lod.opentransportdata.swiss/didok/8500042;503.0;Birsfelden Hafen - Basel SBB RB/A - Schweizerhalle;BRBA
8500152.0;Basel SBB RB Gr E;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G503.pdf;47.5262386939, 7.65002525926;http://lod.opentransportdata.swiss/didok/8500152;503.0;Birsfelden Hafen - Basel SBB RB/A - Schweizerhalle;BRBE
8500019.0;Schweizerhalle;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G503.pdf;47.5262386939, 7.65002525926;http://lod.opentransportdata.swiss/didok/8500019;503.0;Birsfelden Hafen - Basel SBB RB/A - Schweizerhalle;SHAL
8500010.0;Basel SBB;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G511.pdf;47.5591452444, 7.59458004936;http://lod.opentransportdata.swiss/didok/8500010;511.0;Basel SBB - Stein-S. - Brugg;BS
8515421.0;Pratteln Ueberwerfung;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G511.pdf;47.5198794834, 7.6937147722;http://lod.opentransportdata.swiss/didok/8515421;511.0;Basel SBB - Stein-S. - Brugg;PRUW
8500313.0;Rheinfelden Augarten;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G511.pdf;47.5572761336, 7.80560413394;http://lod.opentransportdata.swiss/didok/8500313;511.0;Basel SBB - Stein-S. - Brugg;RFAU
8500320.0;Stein-Säckingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G511.pdf;47.54658875, 7.95381092084;http://lod.opentransportdata.swiss/didok/8500320;511.0;Basel SBB - Stein-S. - Brugg;STS
8500306.0;Hornussen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G511.pdf;47.5030188219, 8.06358020088;http://lod.opentransportdata.swiss/didok/8500306;511.0;Basel SBB - Stein-S. - Brugg;HNS
8502237.0;Lupfig;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G521.pdf;47.4450731343, 8.20862623678;http://lod.opentransportdata.swiss/didok/8502237;521.0;Brugg VL - Wohlen - Muri - Arth-Goldau;LUPF
8502219.0;Oberrüti;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G521.pdf;47.1682671361, 8.39970904008;http://lod.opentransportdata.swiss/didok/8502219;521.0;Brugg VL - Wohlen - Muri - Arth-Goldau;OI
8518787.0;Rotkreuz Nordwest;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G521.pdf;47.1438775904, 8.45306253431;http://lod.opentransportdata.swiss/didok/8518787;521.0;Brugg VL - Wohlen - Muri - Arth-Goldau;RKNW
8505003.0;Immensee;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G521.pdf;47.0837705765, 8.45108949531;http://lod.opentransportdata.swiss/didok/8505003;521.0;Brugg VL - Wohlen - Muri - Arth-Goldau;IM
8505042.0;Brunnmatt (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G521.pdf;47.0585475913, 8.52866344285;http://lod.opentransportdata.swiss/didok/8505042;521.0;Brugg VL - Wohlen - Muri - Arth-Goldau;BRM
8502211.0;Hendschiken;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.3858642451, 8.21692003014;http://lod.opentransportdata.swiss/didok/8502211;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;HDK
8502239.0;Dottikon Umspannanlage;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.349450247, 8.24273769265;http://lod.opentransportdata.swiss/didok/8502239;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;DOTU
8502202.0;Rotkreuz;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.1438775904, 8.45306253431;http://lod.opentransportdata.swiss/didok/8502202;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;RK
8505042.0;Brunnmatt (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G522.pdf;47.0585475913, 8.52866344285;http://lod.opentransportdata.swiss/didok/8505042;522.0;Lenzburg - Wohlen - Muri - Arth-Goldau;BRM
8516250.0;Rynächt Nord;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;;http://lod.opentransportdata.swiss/didok/8516250;540.0;Flüelen - GBT - Bellinzona;RYN
8518303.0;Sedrun SMF;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.6517538261, 8.73345889954;http://lod.opentransportdata.swiss/didok/8518303;540.0;Flüelen - GBT - Bellinzona;SSMF
8518857.0;Pollegio Sud (Dira);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;;http://lod.opentransportdata.swiss/didok/8518857;540.0;Flüelen - GBT - Bellinzona;POLD
8518908.0;Castione Nord (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.2037696033, 9.08201307929;http://lod.opentransportdata.swiss/didok/8518908;540.0;Flüelen - GBT - Bellinzona;CASN
8505213.0;Bellinzona;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G540.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505213;540.0;Flüelen - GBT - Bellinzona;BEL
8505000.0;Luzern;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0562397859, 8.29182679396;http://lod.opentransportdata.swiss/didok/8505000;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;LZ
8505045.0;Luzern Einfahrt (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0562397859, 8.29182679396;http://lod.opentransportdata.swiss/didok/8505045;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;LZEF
8505041.0;Gütsch (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0562397859, 8.29182679396;http://lod.opentransportdata.swiss/didok/8505041;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;GTS
8517336.0;Luzern Verkehrshaus;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0562397859, 8.29182679396;http://lod.opentransportdata.swiss/didok/8517336;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;LZVH
8505004.0;Arth-Goldau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0585475913, 8.52866344285;http://lod.opentransportdata.swiss/didok/8505004;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;GD
8516179.0;Steinen (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;47.0530393352, 8.61062249434;http://lod.opentransportdata.swiss/didok/8516179;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;STNS
8516699.0;Erstfeld Nord (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;46.8136384053, 8.60051841905;http://lod.opentransportdata.swiss/didok/8516699;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;ERNA
8505114.0;Erstfeld;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G531.pdf;46.8136384053, 8.60051841905;http://lod.opentransportdata.swiss/didok/8505114;531.0;Luzern - Küssnacht a/R - Arth-Goldau - Göschenen;ER
8505245.0;Giornico (c bin);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.3904185431, 8.86337669618;http://lod.opentransportdata.swiss/didok/8505245;541.0;Göschenen - Biasca - Bellinzona;GIOC
8505239.0;Bellinzona S. Paolo;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G541.pdf;46.2011150625, 9.02374679599;http://lod.opentransportdata.swiss/didok/8505239;541.0;Göschenen - Biasca - Bellinzona;SPAO
